"LEGACY_NODE_ID","LEGACY_LEVEL","LEGACY_PARENT_ID","LEGACY_PATH","LEGACY_NAME","LEGACY_SLUG","CURRENT_STATUS","TARGET_L1","TARGET_L2","TARGET_L3","TARGET_L4","TARGET_STATE","RECONCILIATION_ACTION","CONFIDENCE","OWNER_DECISION_REQUIRED","POLICY_FLAG","ALIAS_REQUIRED","SUCCESSOR_COUNT","NOTES"
"ses-goruntu-veri-kablosu","3","elektronik-guc-kablo-bilesen","Elektronik > Elektronik Güç, Kablo & Bileşen > Ses, Görüntü & Veri Kablosu","Ses, Görüntü & Veri Kablosu","ses-goruntu-veri-kablosu","active","Elektronik","Güç, Şarj & Bağlantı","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"uzaktan-kumanda","3","elektronik-guc-kablo-bilesen","Elektronik > Elektronik Güç, Kablo & Bileşen > Uzaktan Kumanda","Uzaktan Kumanda","uzaktan-kumanda","active","Elektronik","Güç, Şarj & Bağlantı","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"hobi-elektronik-bileseni","3","elektronik-guc-kablo-bilesen","Elektronik > Elektronik Güç, Kablo & Bileşen > Hobi Elektronik Bileşeni","Hobi Elektronik Bileşeni","hobi-elektronik-bileseni","active","Elektronik","Elektronik Bileşenler","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"bilgisayar-tablet","1","","Bilgisayar & Tablet","Bilgisayar & Tablet","bilgisayar-tablet","active","Bilgisayar & Tablet","","","","CANONICAL_FINAL","KEEP","HIGH","NO","","NO","1",""
"bilgisayar-tablet-okuyucu","2","bilgisayar-tablet","Bilgisayar & Tablet > Bilgisayar, Tablet & Okuyucu","Bilgisayar, Tablet & Okuyucu","bilgisayar-tablet-okuyucu","active","Bilgisayar & Tablet","","","","CANONICAL_FINAL","SPLIT","HIGH","NO","","YES","4","Canonical L2 successors: Dizüstü Bilgisayar | Masaüstü Bilgisayar | Tablet | E-Kitap Okuyucu"
"dizustu-bilgisayar","3","bilgisayar-tablet-okuyucu","Bilgisayar & Tablet > Bilgisayar, Tablet & Okuyucu > Dizüstü Bilgisayar","Dizüstü Bilgisayar","dizustu-bilgisayar","active","Bilgisayar & Tablet","Dizüstü Bilgisayar","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"masaustu-bilgisayar","3","bilgisayar-tablet-okuyucu","Bilgisayar & Tablet > Bilgisayar, Tablet & Okuyucu > Masaüstü Bilgisayar","Masaüstü Bilgisayar","masaustu-bilgisayar","active","Bilgisayar & Tablet","Masaüstü Bilgisayar","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"all-in-one-mini-bilgisayar","3","bilgisayar-tablet-okuyucu","Bilgisayar & Tablet > Bilgisayar, Tablet & Okuyucu > All-in-One & Mini Bilgisayar","All-in-One & Mini Bilgisayar","all-in-one-mini-bilgisayar","active","Bilgisayar & Tablet","Masaüstü Bilgisayar","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"tablet","3","bilgisayar-tablet-okuyucu","Bilgisayar & Tablet > Bilgisayar, Tablet & Okuyucu > Tablet","Tablet","tablet","active","Bilgisayar & Tablet","Tablet","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"e-kitap-okuyucu","3","bilgisayar-tablet-okuyucu","Bilgisayar & Tablet > Bilgisayar, Tablet & Okuyucu > E-Kitap Okuyucu","E-Kitap Okuyucu","e-kitap-okuyucu","active","Bilgisayar & Tablet","E-Kitap Okuyucu","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"bilgisayar-bilesenleri","2","bilgisayar-tablet","Bilgisayar & Tablet > Bilgisayar Bileşenleri","Bilgisayar Bileşenleri","bilgisayar-bilesenleri","active","Bilgisayar & Tablet","","","","CANONICAL_FINAL","SPLIT","HIGH","NO","","YES","2","Canonical L2 successors: Bilgisayar Bileşenleri | Veri Depolama"
"ana-bilgisayar-bilesenleri","3","bilgisayar-bilesenleri","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Ana Bilgisayar Bileşenleri","Ana Bilgisayar Bileşenleri","ana-bilgisayar-bilesenleri","active","Bilgisayar & Tablet","Bilgisayar Bileşenleri","","","CANONICAL_FINAL","SPLIT","HIGH","NO","","YES","4","Canonical L3 successors: İşlemci | Ekran Kartı | Anakart | RAM Bellek"
"bilgisayar-islemcisi","4","ana-bilgisayar-bilesenleri","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Ana Bilgisayar Bileşenleri > İşlemci","İşlemci","bilgisayar-islemcisi","active","Bilgisayar & Tablet","Bilgisayar Bileşenleri","İşlemci","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1",""
"anakart","4","ana-bilgisayar-bilesenleri","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Ana Bilgisayar Bileşenleri > Anakart","Anakart","anakart","active","Bilgisayar & Tablet","Bilgisayar Bileşenleri","Anakart","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1",""
"ram-bellek","4","ana-bilgisayar-bilesenleri","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Ana Bilgisayar Bileşenleri > RAM Bellek","RAM Bellek","ram-bellek","active","Bilgisayar & Tablet","Bilgisayar Bileşenleri","RAM Bellek","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1",""
"ekran-karti","4","ana-bilgisayar-bilesenleri","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Ana Bilgisayar Bileşenleri > Ekran Kartı","Ekran Kartı","ekran-karti","active","Bilgisayar & Tablet","Bilgisayar Bileşenleri","Ekran Kartı","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1",""
"dahili-depolama-bilesenleri","3","bilgisayar-bilesenleri","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Dahili Depolama Bileşenleri","Dahili Depolama Bileşenleri","dahili-depolama-bilesenleri","active","Bilgisayar & Tablet","Veri Depolama","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"ssd","4","dahili-depolama-bilesenleri","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Dahili Depolama Bileşenleri > SSD","SSD","ssd","active","Bilgisayar & Tablet","Veri Depolama","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"dahili-sabit-disk","4","dahili-depolama-bilesenleri","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Dahili Depolama Bileşenleri > Dahili Sabit Disk","Dahili Sabit Disk","dahili-sabit-disk","active","Bilgisayar & Tablet","Veri Depolama","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"optik-surucu","4","dahili-depolama-bilesenleri","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Dahili Depolama Bileşenleri > Optik Sürücü","Optik Sürücü","optik-surucu","active","Bilgisayar & Tablet","Veri Depolama","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"kasa-guc-sogutma","3","bilgisayar-bilesenleri","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Kasa, Güç & Soğutma","Kasa, Güç & Soğutma","kasa-guc-sogutma","active","Bilgisayar & Tablet","Bilgisayar Bileşenleri","","","CANONICAL_FINAL","SPLIT","HIGH","NO","","YES","3","Canonical L3 successors: Güç Kaynağı | Bilgisayar Kasası | Soğutma"
"bilgisayar-kasasi","4","kasa-guc-sogutma","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Kasa, Güç & Soğutma > Bilgisayar Kasası","Bilgisayar Kasası","bilgisayar-kasasi","active","Bilgisayar & Tablet","Bilgisayar Bileşenleri","Bilgisayar Kasası","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1",""
"bilgisayar-guc-kaynagi","4","kasa-guc-sogutma","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Kasa, Güç & Soğutma > Bilgisayar Güç Kaynağı","Bilgisayar Güç Kaynağı","bilgisayar-guc-kaynagi","active","Bilgisayar & Tablet","Bilgisayar Bileşenleri","Güç Kaynağı","","CANONICAL_FINAL","RENAME_AND_MOVE","HIGH","NO","","YES","1",""
"bilgisayar-sogutma","4","kasa-guc-sogutma","Bilgisayar & Tablet > Bilgisayar Bileşenleri > Kasa, Güç & Soğutma > Bilgisayar Soğutma","Bilgisayar Soğutma","bilgisayar-sogutma","active","Bilgisayar & Tablet","Bilgisayar Bileşenleri","Soğutma","","CANONICAL_FINAL","SPLIT","HIGH","NO","","YES","4","Canonical L4 successors: İşlemci Soğutucu | Kasa Fanı | Sıvı Soğutma | Termal Macun & Ped"
"bilgisayar-cevre-birimleri","2","bilgisayar-tablet","Bilgisayar & Tablet > Bilgisayar Çevre Birimleri","Bilgisayar Çevre Birimleri","bilgisayar-cevre-birimleri","active","Bilgisayar & Tablet","","","","CANONICAL_FINAL","SPLIT","HIGH","NO","","YES","3","Canonical L2 successors: Monitör | Klavye, Mouse & Çevre Birimleri | Bilgisayar Aksesuarları"
"monitor","3","bilgisayar-cevre-birimleri","Bilgisayar & Tablet > Bilgisayar Çevre Birimleri > Monitör","Monitör","monitor","active","Bilgisayar & Tablet","Monitör","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"klavye","3","bilgisayar-cevre-birimleri","Bilgisayar & Tablet > Bilgisayar Çevre Birimleri > Klavye","Klavye","klavye","active","Bilgisayar & Tablet","Klavye, Mouse & Çevre Birimleri","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"mouse-mousepad","3","bilgisayar-cevre-birimleri","Bilgisayar & Tablet > Bilgisayar Çevre Birimleri > Mouse & Mousepad","Mouse & Mousepad","mouse-mousepad","active","Bilgisayar & Tablet","Klavye, Mouse & Çevre Birimleri","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"webcam","3","bilgisayar-cevre-birimleri","Bilgisayar & Tablet > Bilgisayar Çevre Birimleri > Webcam","Webcam","webcam","active","Bilgisayar & Tablet","Klavye, Mouse & Çevre Birimleri","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"grafik-tablet","3","bilgisayar-cevre-birimleri","Bilgisayar & Tablet > Bilgisayar Çevre Birimleri > Grafik Tablet","Grafik Tablet","grafik-tablet","active","Bilgisayar & Tablet","Klavye, Mouse & Çevre Birimleri","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"usb-hub-dock-istasyonu","3","bilgisayar-cevre-birimleri","Bilgisayar & Tablet > Bilgisayar Çevre Birimleri > USB Hub & Dock İstasyonu","USB Hub & Dock İstasyonu","usb-hub-dock-istasyonu","active","Bilgisayar & Tablet","Bilgisayar Aksesuarları","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"tablet-giris-aksesuarlari","3","bilgisayar-cevre-birimleri","Bilgisayar & Tablet > Bilgisayar Çevre Birimleri > Tablet & Giriş Aksesuarları","Tablet & Giriş Aksesuarları","tablet-giris-aksesuarlari","active","Bilgisayar & Tablet","Bilgisayar Aksesuarları","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"dokunmatik-kalem","4","tablet-giris-aksesuarlari","Bilgisayar & Tablet > Bilgisayar Çevre Birimleri > Tablet & Giriş Aksesuarları > Dokunmatik Kalem","Dokunmatik Kalem","dokunmatik-kalem","active","Bilgisayar & Tablet","Bilgisayar Aksesuarları","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"ag-harici-depolama-baski","2","bilgisayar-tablet","Bilgisayar & Tablet > Ağ, Harici Depolama & Baskı","Ağ, Harici Depolama & Baskı","ag-harici-depolama-baski","active","Bilgisayar & Tablet","","","","CANONICAL_FINAL","SPLIT","HIGH","NO","","YES","3","Canonical L2 successors: Veri Depolama | Yazıcı, Tarayıcı & Sarf Malzemeleri | Ağ & İnternet Ürünleri"
"modem-router","3","ag-harici-depolama-baski","Bilgisayar & Tablet > Ağ, Harici Depolama & Baskı > Modem & Router","Modem & Router","modem-router","active","Bilgisayar & Tablet","Ağ & İnternet Ürünleri","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"ag-cihazi-adaptoru","3","ag-harici-depolama-baski","Bilgisayar & Tablet > Ağ, Harici Depolama & Baskı > Ağ Cihazı & Adaptörü","Ağ Cihazı & Adaptörü","ag-cihazi-adaptoru","active","Bilgisayar & Tablet","Ağ & İnternet Ürünleri","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"usb-bellek-hafiza-karti","3","ag-harici-depolama-baski","Bilgisayar & Tablet > Ağ, Harici Depolama & Baskı > USB Bellek & Hafıza Kartı","USB Bellek & Hafıza Kartı","usb-bellek-hafiza-karti","active","Bilgisayar & Tablet","Veri Depolama","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"harici-disk-nas","3","ag-harici-depolama-baski","Bilgisayar & Tablet > Ağ, Harici Depolama & Baskı > Harici Disk & NAS","Harici Disk & NAS","harici-disk-nas","active","Bilgisayar & Tablet","Veri Depolama","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"yazici","3","ag-harici-depolama-baski","Bilgisayar & Tablet > Ağ, Harici Depolama & Baskı > Yazıcı","Yazıcı","yazici","active","Bilgisayar & Tablet","Yazıcı, Tarayıcı & Sarf Malzemeleri","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"tarayici","3","ag-harici-depolama-baski","Bilgisayar & Tablet > Ağ, Harici Depolama & Baskı > Tarayıcı","Tarayıcı","tarayici","active","Bilgisayar & Tablet","Yazıcı, Tarayıcı & Sarf Malzemeleri","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"kartus-toner","3","ag-harici-depolama-baski","Bilgisayar & Tablet > Ağ, Harici Depolama & Baskı > Kartuş & Toner","Kartuş & Toner","kartus-toner","active","Bilgisayar & Tablet","Yazıcı, Tarayıcı & Sarf Malzemeleri","","","CANONICAL_FINAL","MOVE","HIGH","NO","","YES","1","Canonical L2 placement is final; lower successor awaits a future owner-approved L3/L4 design."
"beyaz-esya-ev-aletleri","1","","Beyaz Eşya & Ev Aletleri","Beyaz Eşya & Ev Aletleri","beyaz-esya-ev-aletleri","active","Beyaz Eşya & Ev Aletleri","","","","CANONICAL_FINAL","KEEP","HIGH","NO","","NO","1",""
"sogutma-cihazlari","2","beyaz-esya-ev-aletleri","Beyaz Eşya & Ev Aletleri > Soğutma Cihazları","Soğutma Cihazları","sogutma-cihazlari","active","Beyaz Eşya & Ev Aletleri","Soğutma & Gıda Saklama Cihazları","","","PROVISIONAL_PROPOSAL","RENAME","MEDIUM","YES","","NO","1","Target is an unapproved L2 proposal; action becomes executable only after owner finalization."
"buzdolabi","3","sogutma-cihazlari","Beyaz Eşya & Ev Aletleri > Soğutma Cihazları > Buzdolabı","Buzdolabı","buzdolabi","active","Beyaz Eşya & Ev Aletleri","Soğutma & Gıda Saklama Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"derin-dondurucu","3","sogutma-cihazlari","Beyaz Eşya & Ev Aletleri > Soğutma Cihazları > Derin Dondurucu","Derin Dondurucu","derin-dondurucu","active","Beyaz Eşya & Ev Aletleri","Soğutma & Gıda Saklama Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"mini-buzdolabi","3","sogutma-cihazlari","Beyaz Eşya & Ev Aletleri > Soğutma Cihazları > Mini Buzdolabı","Mini Buzdolabı","mini-buzdolabi","active","Beyaz Eşya & Ev Aletleri","Soğutma & Gıda Saklama Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"su-sebili","3","sogutma-cihazlari","Beyaz Eşya & Ev Aletleri > Soğutma Cihazları > Su Sebili","Su Sebili","su-sebili","active","Beyaz Eşya & Ev Aletleri","Soğutma & Gıda Saklama Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"camasir-bulasik-cihazlari","2","beyaz-esya-ev-aletleri","Beyaz Eşya & Ev Aletleri > Çamaşır & Bulaşık Cihazları","Çamaşır & Bulaşık Cihazları","camasir-bulasik-cihazlari","active","Beyaz Eşya & Ev Aletleri","Çamaşır & Bulaşık Bakım Cihazları","","","PROVISIONAL_PROPOSAL","RENAME","MEDIUM","YES","","NO","1","Target is an unapproved L2 proposal; action becomes executable only after owner finalization."
"camasir-makinesi","3","camasir-bulasik-cihazlari","Beyaz Eşya & Ev Aletleri > Çamaşır & Bulaşık Cihazları > Çamaşır Makinesi","Çamaşır Makinesi","camasir-makinesi","active","Beyaz Eşya & Ev Aletleri","Çamaşır & Bulaşık Bakım Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kurutma-makinesi","3","camasir-bulasik-cihazlari","Beyaz Eşya & Ev Aletleri > Çamaşır & Bulaşık Cihazları > Kurutma Makinesi","Kurutma Makinesi","kurutma-makinesi","active","Beyaz Eşya & Ev Aletleri","Çamaşır & Bulaşık Bakım Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"bulasik-makinesi","3","camasir-bulasik-cihazlari","Beyaz Eşya & Ev Aletleri > Çamaşır & Bulaşık Cihazları > Bulaşık Makinesi","Bulaşık Makinesi","bulasik-makinesi","active","Beyaz Eşya & Ev Aletleri","Çamaşır & Bulaşık Bakım Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"utu","3","camasir-bulasik-cihazlari","Beyaz Eşya & Ev Aletleri > Çamaşır & Bulaşık Cihazları > Ütü","Ütü","utu","active","Beyaz Eşya & Ev Aletleri","Çamaşır & Bulaşık Bakım Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"dikis-makinesi","3","camasir-bulasik-cihazlari","Beyaz Eşya & Ev Aletleri > Çamaşır & Bulaşık Cihazları > Dikiş Makinesi","Dikiş Makinesi","dikis-makinesi","active","Beyaz Eşya & Ev Aletleri","Çamaşır & Bulaşık Bakım Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"pisirme-mutfak-cihazlari","2","beyaz-esya-ev-aletleri","Beyaz Eşya & Ev Aletleri > Pişirme & Mutfak Cihazları","Pişirme & Mutfak Cihazları","pisirme-mutfak-cihazlari","active","Beyaz Eşya & Ev Aletleri","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","3","Provisional L2 candidates: Büyük Pişirme Cihazları | Küçük Mutfak Aletleri | Su Isıtma & Sıcak Su Cihazları"
"firin-cihazi","3","pisirme-mutfak-cihazlari","Beyaz Eşya & Ev Aletleri > Pişirme & Mutfak Cihazları > Fırın","Fırın","firin-cihazi","active","Beyaz Eşya & Ev Aletleri","Büyük Pişirme Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"ocak-cihazi","3","pisirme-mutfak-cihazlari","Beyaz Eşya & Ev Aletleri > Pişirme & Mutfak Cihazları > Ocak","Ocak","ocak-cihazi","active","Beyaz Eşya & Ev Aletleri","Büyük Pişirme Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"davlumbaz-aspirator","3","pisirme-mutfak-cihazlari","Beyaz Eşya & Ev Aletleri > Pişirme & Mutfak Cihazları > Davlumbaz & Aspiratör","Davlumbaz & Aspiratör","davlumbaz-aspirator","active","Beyaz Eşya & Ev Aletleri","Küçük Mutfak Aletleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"mikrodalga-firin","3","pisirme-mutfak-cihazlari","Beyaz Eşya & Ev Aletleri > Pişirme & Mutfak Cihazları > Mikrodalga Fırın","Mikrodalga Fırın","mikrodalga-firin","active","Beyaz Eşya & Ev Aletleri","Büyük Pişirme Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"cay-kahve-makinesi","3","pisirme-mutfak-cihazlari","Beyaz Eşya & Ev Aletleri > Pişirme & Mutfak Cihazları > Çay & Kahve Makinesi","Çay & Kahve Makinesi","cay-kahve-makinesi","active","Beyaz Eşya & Ev Aletleri","Küçük Mutfak Aletleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"blender-mikser-dograyici","3","pisirme-mutfak-cihazlari","Beyaz Eşya & Ev Aletleri > Pişirme & Mutfak Cihazları > Blender, Mikser & Doğrayıcı","Blender, Mikser & Doğrayıcı","blender-mikser-dograyici","active","Beyaz Eşya & Ev Aletleri","Küçük Mutfak Aletleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"tost-izgara-airfryer","3","pisirme-mutfak-cihazlari","Beyaz Eşya & Ev Aletleri > Pişirme & Mutfak Cihazları > Tost, Izgara & Airfryer","Tost, Izgara & Airfryer","tost-izgara-airfryer","active","Beyaz Eşya & Ev Aletleri","Küçük Mutfak Aletleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"su-isitici-elektrikli-pisirici","3","pisirme-mutfak-cihazlari","Beyaz Eşya & Ev Aletleri > Pişirme & Mutfak Cihazları > Su Isıtıcı & Elektrikli Pişirici","Su Isıtıcı & Elektrikli Pişirici","su-isitici-elektrikli-pisirici","active","Beyaz Eşya & Ev Aletleri","Küçük Mutfak Aletleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"temizlik-iklimlendirme-kisisel-ev-aleti","2","beyaz-esya-ev-aletleri","Beyaz Eşya & Ev Aletleri > Temizlik, İklimlendirme & Kişisel Ev Aleti","Temizlik, İklimlendirme & Kişisel Ev Aleti","temizlik-iklimlendirme-kisisel-ev-aleti","active","Beyaz Eşya & Ev Aletleri","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","5","Provisional L2 candidates: Temizlik Cihazları | İklimlendirme & Hava Kalitesi | Ütü & Tekstil Bakım Cihazları | Elektrikli Kişisel Bakım Cihazları | Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri"
"elektrikli-supurge","3","temizlik-iklimlendirme-kisisel-ev-aleti","Beyaz Eşya & Ev Aletleri > Temizlik, İklimlendirme & Kişisel Ev Aleti > Elektrikli Süpürge","Elektrikli Süpürge","elektrikli-supurge","active","Beyaz Eşya & Ev Aletleri","Temizlik Cihazları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"buharli-temizleyici","3","temizlik-iklimlendirme-kisisel-ev-aleti","Beyaz Eşya & Ev Aletleri > Temizlik, İklimlendirme & Kişisel Ev Aleti > Buharlı Temizleyici","Buharlı Temizleyici","buharli-temizleyici","active","Beyaz Eşya & Ev Aletleri","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Temizlik Cihazları | İklimlendirme & Hava Kalitesi | Ütü & Tekstil Bakım Cihazları | Elektrikli Kişisel Bakım Cihazları | Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri"
"klima","3","temizlik-iklimlendirme-kisisel-ev-aleti","Beyaz Eşya & Ev Aletleri > Temizlik, İklimlendirme & Kişisel Ev Aleti > Klima","Klima","klima","active","Beyaz Eşya & Ev Aletleri","İklimlendirme & Hava Kalitesi","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"vantilator-hava-sogutucu","3","temizlik-iklimlendirme-kisisel-ev-aleti","Beyaz Eşya & Ev Aletleri > Temizlik, İklimlendirme & Kişisel Ev Aleti > Vantilatör & Hava Soğutucu","Vantilatör & Hava Soğutucu","vantilator-hava-sogutucu","active","Beyaz Eşya & Ev Aletleri","İklimlendirme & Hava Kalitesi","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"isitici-soba","3","temizlik-iklimlendirme-kisisel-ev-aleti","Beyaz Eşya & Ev Aletleri > Temizlik, İklimlendirme & Kişisel Ev Aleti > Isıtıcı & Soba","Isıtıcı & Soba","isitici-soba","active","Beyaz Eşya & Ev Aletleri","İklimlendirme & Hava Kalitesi","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","safety_critical","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
