"L1","L2","L3","L4","LEAF_YN","NODE_STATE","POLICY_CLASS","PRIMARY_DOMAIN","FACET_NOTES","SYNONYM_NOTES","OWNER_DECISION_REQUIRED","PROFESSIONAL_REVIEW_REQUIRED","SOURCE_NOTES"
"Gıda & İçecek","Konserve & Kavanoz Ürünleri","Kavanozda Korunmuş Gıdalar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Gıda & İçecek","Hazır & Pratik Gıda","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Gıda & İçecek","Hazır & Pratik Gıda","Hazır Çorba","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Gıda & İçecek","Hazır & Pratik Gıda","Noodle & Hızlı Makarna","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Gıda & İçecek","Hazır & Pratik Gıda","Paketli Hazır Yemek","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Gıda & İçecek","Hazır & Pratik Gıda","Meze & Hazır Salata","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Gıda & İçecek","Hazır & Pratik Gıda","Hazır Karışımlar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Gıda & İçecek","Donuk Gıda","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Gıda & İçecek","Donuk Gıda","Donuk Meyve & Sebze","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Gıda & İçecek","Donuk Gıda","Donuk Et, Tavuk & Balık","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Gıda & İçecek","Donuk Gıda","Donuk Hamur & Fırın Ürünleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Gıda & İçecek","Donuk Gıda","Donuk Hazır Yemek & Atıştırmalık","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Gıda & İçecek","Donuk Gıda","Dondurma & Donuk Tatlı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Gıda & İçecek","See Gıda & İçecek candidate facet registry; characteristics remain facets","See Gıda & İçecek candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Üst Giyim","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Üst Giyim","Tişört","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Üst Giyim","Gömlek & Bluz","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Üst Giyim","Kazak & Süveter","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Üst Giyim","Hırka","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Üst Giyim","Sweatshirt & Hoodie","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Üst Giyim","Tunik","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Alt Giyim","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Alt Giyim","Pantolon","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Alt Giyim","Jean","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Alt Giyim","Etek","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Alt Giyim","Şort","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Alt Giyim","Tayt","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Alt Giyim","Eşofman Altı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Elbise & Tulum","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Elbise & Tulum","Elbiseler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Elbise & Tulum","Tulumlar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Elbise & Tulum","Ferace & Abaya","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Takım & Kombinler","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Takım & Kombinler","Takım Elbise","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Takım & Kombinler","Eşofman Takımı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Takım & Kombinler","Koordineli Alt-Üst Takımlar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Dış Giyim","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Dış Giyim","Kaban & Pardösü","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Dış Giyim","Mont & Parka","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Dış Giyim","Ceket & Blazer","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Dış Giyim","Trençkot, Yağmurluk & Rüzgarlık","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Dış Giyim","Yelek","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","İç Giyim","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","İç Giyim","Külot & Boxer","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","İç Giyim","Sütyen & Bralet","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","İç Giyim","Korse","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","İç Giyim","İçlik & Termal İç Giyim","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","İç Giyim","Çorap & Külotlu Çorap","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Ev & Uyku Giyimi","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Ev & Uyku Giyimi","Pijama","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Ev & Uyku Giyimi","Gecelik & Sabahlık","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Ev & Uyku Giyimi","Ev Giyimi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Spor & Performans Giyimi","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Spor & Performans Giyimi","Spor Üst Giyim","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Spor & Performans Giyimi","Spor Alt Giyim","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Spor & Performans Giyimi","Spor Tulum & Tek Parça","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Spor & Performans Giyimi","Spor Sütyeni","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Spor & Performans Giyimi","Teknik İç Katman","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Mayo & Plaj Giyimi","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Mayo & Plaj Giyimi","Mayo","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Mayo & Plaj Giyimi","Bikini & Tankini","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Mayo & Plaj Giyimi","Yüzme Şortu","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","Mayo & Plaj Giyimi","Pareo & Plaj Üst Giyimi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","İş Giyimi & Üniforma","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","İş Giyimi & Üniforma","Kurumsal Üniforma","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","İş Giyimi & Üniforma","İş Tulumları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Giyim & Moda","İş Giyimi & Üniforma","İş Önlüğü & Ceketi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Giyim & Moda","See Giyim & Moda candidate facet registry; characteristics remain facets","See Giyim & Moda candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Oturma Mobilyaları","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Oturma Mobilyaları","Koltuk & Kanepe","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Oturma Mobilyaları","Berjer & Puf","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Masa Mobilyaları","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Masa Mobilyaları","Yemek Masası","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Masa Mobilyaları","Çalışma Masası","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Masa Mobilyaları","Sehpa","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Oturma Birimleri","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Oturma Birimleri","Sandalye","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Oturma Birimleri","Tabure & Bank","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Depolama Mobilyaları","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Depolama Mobilyaları","Dolap & Şifonyer","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
