"L1","L2","L3","L4","LEAF_YN","NODE_STATE","POLICY_CLASS","PRIMARY_DOMAIN","FACET_NOTES","SYNONYM_NOTES","OWNER_DECISION_REQUIRED","PROFESSIONAL_REVIEW_REQUIRED","SOURCE_NOTES"
"Beyaz Eşya & Ev Aletleri","Temizlik Cihazları","Halı & Koltuk Yıkama Cihazları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Temizlik Cihazları","Zemin Bakım & Parlatma Cihazları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Temizlik Cihazları","Cam Temizleme Cihazları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","İklimlendirme & Hava Kalitesi","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","İklimlendirme & Hava Kalitesi","Klimalar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","İklimlendirme & Hava Kalitesi","Vantilatör & Hava Soğutucular","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","İklimlendirme & Hava Kalitesi","Elektrikli Isıtıcılar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","İklimlendirme & Hava Kalitesi","Hava Temizleyiciler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","İklimlendirme & Hava Kalitesi","Nemlendirici & Nem Alıcılar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Su Isıtma & Sıcak Su Cihazları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Su Isıtma & Sıcak Su Cihazları","Şofbenler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Su Isıtma & Sıcak Su Cihazları","Termosifonlar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Su Isıtma & Sıcak Su Cihazları","Ani Sıcak Su Cihazları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ütü & Tekstil Bakım Cihazları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ütü & Tekstil Bakım Cihazları","Ütüler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ütü & Tekstil Bakım Cihazları","Buhar Kazanlı Ütüler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ütü & Tekstil Bakım Cihazları","Dikey Buharlı Düzleştiriciler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ütü & Tekstil Bakım Cihazları","Kumaş Tüy Temizleyiciler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ütü & Tekstil Bakım Cihazları","Ev Tipi Dikiş Makineleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","Saç Bakım Cihazları","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","Saç Bakım Cihazları","Saç Kurutma Makineleri","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","Saç Bakım Cihazları","Saç Düzleştirici & Şekillendiriciler","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","Tıraş & Saç Kesme Cihazları","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","Tıraş & Saç Kesme Cihazları","Tıraş Makineleri","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","Tıraş & Saç Kesme Cihazları","Saç Kesme Makineleri","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","Epilasyon Cihazları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","Elektrikli Ağız Bakım Cihazları","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","Elektrikli Ağız Bakım Cihazları","Elektrikli Diş Fırçaları","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","Elektrikli Ağız Bakım Cihazları","Ağız Duşları","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","Elektrikli El & Tırnak Bakım Cihazları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","Medikal İddiasız Masaj & Rahatlama Cihazları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","Süpürge Torbaları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","Kullanıcı Değişimli Filtreler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","Kullanıcı Değişimli Aparat & Başlıklar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","Cihaz Bakım & Kireç Çözme Sarfları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","Cihaza Özgü Pişirme Aksesuarları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Beyaz Eşya & Ev Aletleri","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","Cihaza Özgü Su Filtreleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Beyaz Eşya & Ev Aletleri","installation; energy; capacity; power; connectivity; compatibility; warranty evidence remain facets","See Beyaz Eşya & Ev Aletleri candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","Bebek Formülü & Yaşa Özgü Gıdalar","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","Bebek Formülü & Yaşa Özgü Gıdalar","Başlangıç Bebek Formülleri","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","Bebek Formülü & Yaşa Özgü Gıdalar","Devam Sütü & Büyüme Ürünleri","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","Bebek Formülü & Yaşa Özgü Gıdalar","Bebek Tahıl & Ek Gıdaları","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","Bebek Formülü & Yaşa Özgü Gıdalar","Bebek Püre & Atıştırmalıkları","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","Biberon & Aksesuarları","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","Biberon & Aksesuarları","Biberonlar","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","Biberon & Aksesuarları","Biberon Emzikleri","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","Biberon & Aksesuarları","Biberon Temizleme & Hazırlama Aksesuarları","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","Emzikler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","Bebek Sofra Ürünleri & Alıştırma Bardakları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Beslenme","Mama Sandalyeleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Emzirme & Anne Sütü Ürünleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Emzirme & Anne Sütü Ürünleri","Göğüs Pompaları","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Emzirme & Anne Sütü Ürünleri","Göğüs Pompaları","Manuel Göğüs Pompaları","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Emzirme & Anne Sütü Ürünleri","Göğüs Pompaları","Elektrikli Göğüs Pompaları","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Emzirme & Anne Sütü Ürünleri","Anne Sütü Saklama Ürünleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Emzirme & Anne Sütü Ürünleri","Göğüs Pedi & Süt Toplayıcıları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Emzirme & Anne Sütü Ürünleri","Emzirme Yastığı & Örtüleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Emzirme & Anne Sütü Ürünleri","Emzirme Bakım Aksesuarları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Bezi & Alt Bakım","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Anne & Bebek","Bebek Bezi & Alt Bakım","Bebek Bezleri","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Anne & Bebek","age/weight; material; safety standard; vehicle compatibility; condition; recall evidence remain facets","See Anne & Bebek candidate controlled synonym registry","YES","YES","Batch 02 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
