"PLANNING_KEY","L1_NAME","L2_NAME","L3_NAME","L4_NAME","LEVEL","LEAF_YN","PARENT_PLANNING_KEY","CANONICAL_STATE","POLICY_CLASS","PROFESSIONAL_REVIEW_REQUIRED","ASSIGNABLE_YN","ACTIVE_CANDIDATE_YN","SOURCE","LEGACY_PREDECESSOR_COUNT","NOTES"
"CANONICAL-000536","Züccaciye & Mutfak","Mutfak Tekstili","","","L2","NO","CANONICAL-000473","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000537","Züccaciye & Mutfak","Mutfak Tekstili","Mutfak Önlüğü","","L3","YES","CANONICAL-000536","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000538","Züccaciye & Mutfak","Mutfak Tekstili","Mutfak Havlusu & Kurulama Bezi","","L3","YES","CANONICAL-000536","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000539","Züccaciye & Mutfak","Mutfak Tekstili","Fırın Eldiveni & Tutacak","","L3","YES","CANONICAL-000536","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000540","Züccaciye & Mutfak","Mutfak Tekstili","Masa Örtüsü, Runner & Peçete","","L3","YES","CANONICAL-000536","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000541","Yapı, Hırdavat & Tesisat","","","","L1","NO","","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","YES","docs/ESNAFTAVAR_CANONICAL_CATEGORY_TAXONOMY.md","1","Canonical L1 root; never product-assignable; pilot activation requires at least one eligible descendant and a separate runtime decision."
"CANONICAL-000542","Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","","","L2","NO","CANONICAL-000541","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","YES","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000543","Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","Tornavida & Anahtarlar","","L3","YES","CANONICAL-000542","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","YES","YES","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000544","Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","Pense, Kerpeten & Kesiciler","","L3","YES","CANONICAL-000542","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","YES","YES","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000545","Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","Çekiç & Tokmaklar","","L3","YES","CANONICAL-000542","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","YES","YES","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000546","Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","El Testeresi, Eğe & Raspalar","","L3","YES","CANONICAL-000542","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","YES","YES","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000547","Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","Mengene & Kelepçeler","","L3","YES","CANONICAL-000542","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","YES","YES","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000548","Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","Takım Çantası & Atölye Düzenleme","","L3","YES","CANONICAL-000542","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","YES","YES","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000549","Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","","","L2","NO","CANONICAL-000541","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000550","Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","Matkap & Vidalama","","L3","YES","CANONICAL-000549","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000551","Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","Taşlama & Polisaj","","L3","YES","CANONICAL-000549","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000552","Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","Elektrikli Testereler","","L3","YES","CANONICAL-000549","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000553","Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","Zımpara Makineleri","","L3","YES","CANONICAL-000549","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000554","Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","Freze & Planya","","L3","YES","CANONICAL-000549","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000555","Yapı, Hırdavat & Tesisat","Elektrikli & Akülü El Aletleri","Kompresör & Pnömatik Aletler","","L3","YES","CANONICAL-000549","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000556","Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","","","L2","NO","CANONICAL-000541","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","2","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000557","Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","Matkap Uçları","","L3","YES","CANONICAL-000556","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000558","Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","Vidalama Uçları","","L3","YES","CANONICAL-000556","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000559","Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","Testere Bıçakları","","L3","YES","CANONICAL-000556","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000560","Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","Taşlama & Kesme Diskleri","","L3","YES","CANONICAL-000556","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000561","Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","Zımpara Sarfları","","L3","YES","CANONICAL-000556","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000562","Yapı, Hırdavat & Tesisat","Alet Uçları, Aksesuarları & Sarfları","Alete Özgü Batarya & Şarj Cihazı","","L3","YES","CANONICAL-000556","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000563","Yapı, Hırdavat & Tesisat","Bağlantı Elemanları & Nalburiye","","","L2","NO","CANONICAL-000541","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000564","Yapı, Hırdavat & Tesisat","Bağlantı Elemanları & Nalburiye","Vida, Çivi & Dübel","","L3","YES","CANONICAL-000563","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000565","Yapı, Hırdavat & Tesisat","Bağlantı Elemanları & Nalburiye","Somun, Cıvata & Rondela","","L3","YES","CANONICAL-000563","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000566","Yapı, Hırdavat & Tesisat","Bağlantı Elemanları & Nalburiye","Halat, Zincir & Kanca","","L3","YES","CANONICAL-000563","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000567","Yapı, Hırdavat & Tesisat","Bağlantı Elemanları & Nalburiye","Köşebent, Plaka & Montaj Elemanları","","L3","YES","CANONICAL-000563","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000568","Yapı, Hırdavat & Tesisat","Bağlantı Elemanları & Nalburiye","Zımba & Perçin","","L3","YES","CANONICAL-000563","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000569","Yapı, Hırdavat & Tesisat","Ölçüm, Test & İşaretleme","","","L2","NO","CANONICAL-000541","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000570","Yapı, Hırdavat & Tesisat","Ölçüm, Test & İşaretleme","Boyut & Açı Ölçümü","","L3","YES","CANONICAL-000569","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000571","Yapı, Hırdavat & Tesisat","Ölçüm, Test & İşaretleme","Lazer Ölçüm & Terazi","","L3","YES","CANONICAL-000569","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000572","Yapı, Hırdavat & Tesisat","Ölçüm, Test & İşaretleme","Elektrik Test Cihazları","","L3","YES","CANONICAL-000569","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000573","Yapı, Hırdavat & Tesisat","Ölçüm, Test & İşaretleme","İşaretleme Gereçleri","","L3","YES","CANONICAL-000569","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000574","Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","","","L2","NO","CANONICAL-000541","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000575","Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Boyalar","","L3","NO","CANONICAL-000574","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000576","Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Boyalar","Duvar Boyası","L4","YES","CANONICAL-000575","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000577","Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Boyalar","Ahşap & Metal Boyası","L4","YES","CANONICAL-000575","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000578","Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Astar & Koruyucu Kaplama","","L3","YES","CANONICAL-000574","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000579","Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Fırça, Rulo & Boya Aparatı","","L3","YES","CANONICAL-000574","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000580","Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Zımpara & Yüzey Hazırlama","","L3","YES","CANONICAL-000574","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000581","Yapı, Hırdavat & Tesisat","Boya, Kaplama & Yüzey Hazırlama","Maskeleme & Yüzey Koruma","","L3","YES","CANONICAL-000574","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","NORMAL","NO","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"CANONICAL-000582","Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","","","L2","NO","CANONICAL-000541","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000583","Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","Genel Amaçlı Yapıştırıcı","","L3","YES","CANONICAL-000582","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000584","Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","Yapı Yapıştırıcısı","","L3","YES","CANONICAL-000582","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000585","Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","Silikon & Mastik","","L3","YES","CANONICAL-000582","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000586","Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","Derz & Dolgu","","L3","YES","CANONICAL-000582","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000587","Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","Su Yalıtım Kimyasalları","","L3","YES","CANONICAL-000582","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000588","Yapı, Hırdavat & Tesisat","Yapıştırıcı, Dolgu & Yapı Kimyasalları","Teknik Sprey & Solvent","","L3","YES","CANONICAL-000582","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","LEGAL_REVIEW_REQUIRED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000589","Yapı, Hırdavat & Tesisat","Yapı Malzemeleri","","","L2","NO","CANONICAL-000541","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000590","Yapı, Hırdavat & Tesisat","Yapı Malzemeleri","Çimento, Harç & Sıva","","L3","YES","CANONICAL-000589","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","1","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
"CANONICAL-000591","Yapı, Hırdavat & Tesisat","Yapı Malzemeleri","Tuğla & Blok","","L3","YES","CANONICAL-000589","CONFIRMED — PRODUCT OWNER FINAL — CANONICAL V1","REGULATED","YES","NO","NO","docs/TAXONOMY_W33_RESOLVED_UNIFIED_CANDIDATE_TREE.csv [BATCH_01]","0","Exact source row; Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A Canonical existence does not authorize runtime assignment or pilot activation; professional/policy gate remains open."
