"TERM_ID","TERM","TERM_TYPE","EXPECTED_L1","EXPECTED_L2","CANONICAL_NODE_STATE","AMBIGUOUS","ALTERNATIVE_DOMAIN","NOTES"
"TERM-000342","şofben","SEARCH_SYNONYM","Beyaz Eşya & Ev Aletleri","Su Isıtma & Sıcak Su Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000343","termosifon","SEARCH_SYNONYM","Beyaz Eşya & Ev Aletleri","Su Isıtma & Sıcak Su Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000344","ani su ısıtıcı","COLLOQUIAL_TURKISH_TERM","Beyaz Eşya & Ev Aletleri","Su Isıtma & Sıcak Su Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000345","Su Isıtma","COLLOQUIAL_TURKISH_TERM","Beyaz Eşya & Ev Aletleri","Su Isıtma & Sıcak Su Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000346","Ütü & Tekstil Bakım Cihazları","CANONICAL_CATEGORY_NAME","Beyaz Eşya & Ev Aletleri","Ütü & Tekstil Bakım Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000347","ütü","SEARCH_SYNONYM","Beyaz Eşya & Ev Aletleri","Ütü & Tekstil Bakım Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000348","buhar kazanlı ütü","SEARCH_SYNONYM","Beyaz Eşya & Ev Aletleri","Ütü & Tekstil Bakım Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000349","steamer","ENGLISH_LOANWORD","Beyaz Eşya & Ev Aletleri","Ütü & Tekstil Bakım Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000350","tüy temizleyici","COLLOQUIAL_TURKISH_TERM","Beyaz Eşya & Ev Aletleri","Ütü & Tekstil Bakım Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000351","Elektrikli Kişisel Bakım Cihazları","CANONICAL_CATEGORY_NAME","Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000352","saç kurutma","SEARCH_SYNONYM","Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000353","düzleştirici","SEARCH_SYNONYM","Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000354","tıraş makinesi","COLLOQUIAL_TURKISH_TERM","Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000355","epilatör","COLLOQUIAL_TURKISH_TERM","Beyaz Eşya & Ev Aletleri","Elektrikli Kişisel Bakım Cihazları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000356","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","CANONICAL_CATEGORY_NAME","Beyaz Eşya & Ev Aletleri","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000357","cihaz filtresi","SEARCH_SYNONYM","Beyaz Eşya & Ev Aletleri","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000358","süpürge torbası","SEARCH_SYNONYM","Beyaz Eşya & Ev Aletleri","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000359","ev aleti yedek aksesuarı","COLLOQUIAL_TURKISH_TERM","Beyaz Eşya & Ev Aletleri","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000360","appliance consumable","ENGLISH_LOANWORD","Beyaz Eşya & Ev Aletleri","Ev Aleti Aksesuar, Filtre & Sarf Malzemeleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000361","Mobilya","CANONICAL_CATEGORY_NAME","Ev & Yaşam","Mobilya","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000362","furniture","ENGLISH_LOANWORD","Ev & Yaşam","Mobilya","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000363","ev eşyası","SEARCH_SYNONYM","Ev & Yaşam","Mobilya","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000364","koltuk","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Mobilya","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000365","masa","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Mobilya","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000366","Yatak & Uyku Ürünleri","CANONICAL_CATEGORY_NAME","Ev & Yaşam","Yatak & Uyku Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000367","mattress","ENGLISH_LOANWORD","Ev & Yaşam","Yatak & Uyku Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000368","yatak","SEARCH_SYNONYM","Ev & Yaşam","Yatak & Uyku Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000369","yastık","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Yatak & Uyku Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000370","uyku ürünü","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Yatak & Uyku Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000371","Ev Tekstili","CANONICAL_CATEGORY_NAME","Ev & Yaşam","Ev Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000372","home textile","ENGLISH_LOANWORD","Ev & Yaşam","Ev Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000373","nevresim","SEARCH_SYNONYM","Ev & Yaşam","Ev Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000374","çarşaf","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Ev Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000375","havlu","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Ev Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000376","Perde & Pencere Tekstili","CANONICAL_CATEGORY_NAME","Ev & Yaşam","Perde & Pencere Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000377","curtain","ENGLISH_LOANWORD","Ev & Yaşam","Perde & Pencere Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000378","tül","SEARCH_SYNONYM","Ev & Yaşam","Perde & Pencere Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000379","fon","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Perde & Pencere Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000380","stor","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Perde & Pencere Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000381","Halı, Kilim & Paspas","CANONICAL_CATEGORY_NAME","Ev & Yaşam","Halı, Kilim & Paspas","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000382","carpet","ENGLISH_LOANWORD","Ev & Yaşam","Halı, Kilim & Paspas","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000383","rug","ENGLISH_LOANWORD","Ev & Yaşam","Halı, Kilim & Paspas","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000384","yolluk","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Halı, Kilim & Paspas","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000385","paspas","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Halı, Kilim & Paspas","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000386","Dekorasyon & Duvar Aksesuarları","CANONICAL_CATEGORY_NAME","Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000387","ev dekoru","SEARCH_SYNONYM","Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000388","dekor","SEARCH_SYNONYM","Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000389","duvar süsü","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000390","tablo","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000391","Aydınlatma","CANONICAL_CATEGORY_NAME","Ev & Yaşam","Aydınlatma","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000392","lighting","ENGLISH_LOANWORD","Ev & Yaşam","Aydınlatma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000393","lamba","SEARCH_SYNONYM","Ev & Yaşam","Aydınlatma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000394","avize","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Aydınlatma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000395","lambader","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Aydınlatma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000396","Düzenleme & Saklama","CANONICAL_CATEGORY_NAME","Ev & Yaşam","Düzenleme & Saklama","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000397","organizer","ENGLISH_LOANWORD","Ev & Yaşam","Düzenleme & Saklama","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000398","hurç","SEARCH_SYNONYM","Ev & Yaşam","Düzenleme & Saklama","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000399","düzenleyici","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Düzenleme & Saklama","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000400","storage box","ENGLISH_LOANWORD","Ev & Yaşam","Düzenleme & Saklama","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000401","Banyo Aksesuarları","CANONICAL_CATEGORY_NAME","Ev & Yaşam","Banyo Aksesuarları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000402","bathroom accessory","ENGLISH_LOANWORD","Ev & Yaşam","Banyo Aksesuarları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000403","sabunluk","SEARCH_SYNONYM","Ev & Yaşam","Banyo Aksesuarları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000404","duş rafı","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Banyo Aksesuarları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000405","Banyo Aksesuar","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Banyo Aksesuarları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000406","Ev Temizliği & Çamaşır Bakımı","CANONICAL_CATEGORY_NAME","Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000407","temizlik malzemesi","SEARCH_SYNONYM","Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000408","deterjan","SEARCH_SYNONYM","Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000409","mop","COLLOQUIAL_TURKISH_TERM","Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000410","laundry care","ENGLISH_LOANWORD","Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000411","Tencere, Tava & Pişirme Kapları","CANONICAL_CATEGORY_NAME","Züccaciye & Mutfak","Tencere, Tava & Pişirme Kapları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000412","cookware","ENGLISH_LOANWORD","Züccaciye & Mutfak","Tencere, Tava & Pişirme Kapları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000413","pişirme seti","SEARCH_SYNONYM","Züccaciye & Mutfak","Tencere, Tava & Pişirme Kapları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000414","düdüklü","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Tencere, Tava & Pişirme Kapları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000415","sahan","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Tencere, Tava & Pişirme Kapları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000416","Fırınlama & Pişirme Gereçleri","CANONICAL_CATEGORY_NAME","Züccaciye & Mutfak","Fırınlama & Pişirme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000417","bakeware","ENGLISH_LOANWORD","Züccaciye & Mutfak","Fırınlama & Pişirme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000418","fırın kabı","SEARCH_SYNONYM","Züccaciye & Mutfak","Fırınlama & Pişirme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000419","kek kalıbı","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Fırınlama & Pişirme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000420","tepsi","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Fırınlama & Pişirme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000421","Mutfak Hazırlık Gereçleri","CANONICAL_CATEGORY_NAME","Züccaciye & Mutfak","Mutfak Hazırlık Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000422","kitchen tools","ENGLISH_LOANWORD","Züccaciye & Mutfak","Mutfak Hazırlık Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000423","hazırlık aparatı","SEARCH_SYNONYM","Züccaciye & Mutfak","Mutfak Hazırlık Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000424","rende","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Mutfak Hazırlık Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000425","süzgeç","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Mutfak Hazırlık Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000426","Bıçak & Kesme Gereçleri","CANONICAL_CATEGORY_NAME","Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000427","kitchen knife","ENGLISH_LOANWORD","Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000428","doğrama","SEARCH_SYNONYM","Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000429","kesme tahtası","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000430","bıçak seti","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Bıçak & Kesme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000431","Sofra & Yemek Takımları","CANONICAL_CATEGORY_NAME","Züccaciye & Mutfak","Sofra & Yemek Takımları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000432","tableware","ENGLISH_LOANWORD","Züccaciye & Mutfak","Sofra & Yemek Takımları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000433","yemek takımı","SEARCH_SYNONYM","Züccaciye & Mutfak","Sofra & Yemek Takımları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000434","tabak","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Sofra & Yemek Takımları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000435","kase","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Sofra & Yemek Takımları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000436","Çatal, Kaşık & Servis Gereçleri","CANONICAL_CATEGORY_NAME","Züccaciye & Mutfak","Çatal, Kaşık & Servis Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000437","cutlery","ENGLISH_LOANWORD","Züccaciye & Mutfak","Çatal, Kaşık & Servis Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000438","flatware","ENGLISH_LOANWORD","Züccaciye & Mutfak","Çatal, Kaşık & Servis Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000439","servis takımı","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Çatal, Kaşık & Servis Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000440","kepçe","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Çatal, Kaşık & Servis Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000441","Bardak, Kupa & İçecek Servisi","CANONICAL_CATEGORY_NAME","Züccaciye & Mutfak","Bardak, Kupa & İçecek Servisi","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000442","drinkware","ENGLISH_LOANWORD","Züccaciye & Mutfak","Bardak, Kupa & İçecek Servisi","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000443","glassware","ENGLISH_LOANWORD","Züccaciye & Mutfak","Bardak, Kupa & İçecek Servisi","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000444","kupa","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Bardak, Kupa & İçecek Servisi","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000445","sürahi","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Bardak, Kupa & İçecek Servisi","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000446","Çay & Kahve Demleme Gereçleri","CANONICAL_CATEGORY_NAME","Züccaciye & Mutfak","Çay & Kahve Demleme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000447","brewer","ENGLISH_LOANWORD","Züccaciye & Mutfak","Çay & Kahve Demleme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000448","french press","ENGLISH_LOANWORD","Züccaciye & Mutfak","Çay & Kahve Demleme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000449","moka pot","ENGLISH_LOANWORD","Züccaciye & Mutfak","Çay & Kahve Demleme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000450","çaydanlık","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Çay & Kahve Demleme Gereçleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000451","Saklama & Mutfak Düzenleme","CANONICAL_CATEGORY_NAME","Züccaciye & Mutfak","Saklama & Mutfak Düzenleme","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000452","food storage","ENGLISH_LOANWORD","Züccaciye & Mutfak","Saklama & Mutfak Düzenleme","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000453","erzak kabı","SEARCH_SYNONYM","Züccaciye & Mutfak","Saklama & Mutfak Düzenleme","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000454","kavanoz","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Saklama & Mutfak Düzenleme","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000455","organizer","ENGLISH_LOANWORD","Züccaciye & Mutfak","Saklama & Mutfak Düzenleme","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000456","Termos, Matara & Yiyecek Taşıma","CANONICAL_CATEGORY_NAME","Züccaciye & Mutfak","Termos, Matara & Yiyecek Taşıma","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000457","vacuum flask","ENGLISH_LOANWORD","Züccaciye & Mutfak","Termos, Matara & Yiyecek Taşıma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000458","thermal mug","ENGLISH_LOANWORD","Züccaciye & Mutfak","Termos, Matara & Yiyecek Taşıma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000459","lunch box","ENGLISH_LOANWORD","Züccaciye & Mutfak","Termos, Matara & Yiyecek Taşıma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000460","sefer tası","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Termos, Matara & Yiyecek Taşıma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000461","Mutfak Tekstili","CANONICAL_CATEGORY_NAME","Züccaciye & Mutfak","Mutfak Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000462","kitchen textile","ENGLISH_LOANWORD","Züccaciye & Mutfak","Mutfak Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000463","kurulama bezi","SEARCH_SYNONYM","Züccaciye & Mutfak","Mutfak Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000464","önlük","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Mutfak Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000465","fırın eldiveni","COLLOQUIAL_TURKISH_TERM","Züccaciye & Mutfak","Mutfak Tekstili","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000466","El Aletleri & Atölye Ekipmanları","CANONICAL_CATEGORY_NAME","Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000467","hand tools","ENGLISH_LOANWORD","Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000468","takım","SEARCH_SYNONYM","Yapı, Hırdavat & Tesisat","El Aletleri & Atölye Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
