"L1","L2","L3","L4","LEAF_YN","NODE_STATE","POLICY_CLASS","PRIMARY_DOMAIN","FACET_NOTES","SYNONYM_NOTES","OWNER_DECISION_REQUIRED","PROFESSIONAL_REVIEW_REQUIRED","SOURCE_NOTES"
"Kitap","Araştırma, İnceleme & Düşünce","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Araştırma, İnceleme & Düşünce","Biyografi & Anı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Araştırma, İnceleme & Düşünce","Din & Mitoloji","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Araştırma, İnceleme & Düşünce","Felsefe","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Araştırma, İnceleme & Düşünce","Popüler Bilim","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Araştırma, İnceleme & Düşünce","Tarih","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Araştırma, İnceleme & Düşünce","Toplum & Siyaset","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Kişisel Gelişim & Yaşam","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","YES","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Kişisel Gelişim & Yaşam","Aile & İlişkiler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Kişisel Gelişim & Yaşam","Kariyer & İş Yaşamı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Kişisel Gelişim & Yaşam","Kişisel Gelişim","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Kişisel Gelişim & Yaşam","Psikoloji & İyi Yaşam","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","YES","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Sanat, Kültür & Hobi Kitapları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Sanat, Kültür & Hobi Kitapları","El Sanatları & Hobi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Sanat, Kültür & Hobi Kitapları","Fotoğraf","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Sanat, Kültür & Hobi Kitapları","Gezi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Sanat, Kültür & Hobi Kitapları","Görsel Sanatlar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Sanat, Kültür & Hobi Kitapları","Müzik","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Sanat, Kültür & Hobi Kitapları","Sinema & Tiyatro","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Sanat, Kültür & Hobi Kitapları","Yemek & Mutfak","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Çizgi Roman & Manga","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Çizgi Roman & Manga","Çizgi Roman","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Çizgi Roman & Manga","Grafik Roman","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Çizgi Roman & Manga","Manga","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Dil Öğrenimi & Sözlükler","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Dil Öğrenimi & Sözlükler","Dil Bilgisi & Yazım Kaynakları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Dil Öğrenimi & Sözlükler","Dil Öğrenim Kitapları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Dil Öğrenimi & Sözlükler","Konuşma Kılavuzları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kitap","Dil Öğrenimi & Sözlükler","Sözlükler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kitap","Kitap candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kalem & Yazım Gereçleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","YES","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kalem & Yazım Gereçleri","Dolma Kalemler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kalem & Yazım Gereçleri","Kalem Ucu & Mürekkep","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","YES","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kalem & Yazım Gereçleri","Kurşun & Versatil Kalemler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kalem & Yazım Gereçleri","Marker & Fosforlu Kalemler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","YES","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kalem & Yazım Gereçleri","Silgi & Düzeltme Gereçleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","YES","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kalem & Yazım Gereçleri","Tükenmez & Roller Kalemler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Defter, Ajanda & Planlayıcılar","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Defter, Ajanda & Planlayıcılar","Ajandalar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Defter, Ajanda & Planlayıcılar","Bloknotlar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Defter, Ajanda & Planlayıcılar","Defterler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Defter, Ajanda & Planlayıcılar","Günlükler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Defter, Ajanda & Planlayıcılar","Planlayıcılar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kağıt, Etiket & Baskı Sarfı","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kağıt, Etiket & Baskı Sarfı","Çizim & Fotoğraf Kağıtları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kağıt, Etiket & Baskı Sarfı","Etiket & Sticker Kağıtları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kağıt, Etiket & Baskı Sarfı","Fotokopi & Yazıcı Kağıtları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kağıt, Etiket & Baskı Sarfı","Karton & Fon Kağıtları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kağıt, Etiket & Baskı Sarfı","Termal & Plotter Ruloları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Kağıt, Etiket & Baskı Sarfı","Zarflar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Dosyalama & Arşivleme","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Dosyalama & Arşivleme","Arşiv Kutuları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Dosyalama & Arşivleme","Dosyalar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Dosyalama & Arşivleme","Evrak Rafları & Kutuları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Dosyalama & Arşivleme","Klasörler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Dosyalama & Arşivleme","Separatör & İndeksler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","NO","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
"Kırtasiye & Ofis","Masaüstü Ofis Gereçleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Kırtasiye & Ofis","Kırtasiye & Ofis candidate facet registry applies; fit, species, material, size, compatibility, claim and eligibility metadata remain outside hierarchy.","Use the controlled synonym registry from the Batch 03 source proposal; synonyms never create eligibility or alternate primary leaves.","YES","YES","Wave 15 Batch 03 proposal; Wave 32 finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A."
