sourceKey,sourceWave,sourceBranch,sourceHead,sourceDocument,sourceDecisionId,question,priority,classification,masterRootId,masterRootTitle,ownerTiming,professionalRoute,notes
W25-R15,Wave 25,origin/agent1/w25-global-owner-fast-review-pack,b5a62284c8ce6ddc03d66b3e2d78b8d3efd0ed55,docs/ECOSYSTEM_MOBILE_OWNER_REVIEW.md,R15,Reward pilotta açılacak mı; değer kim tarafından hangi kanıtla finanse edilip kullanılacak?,P0,EXISTING_ROOT,OM-R30,"Reward zamanı, ekonomiği ve değer transferi",DEFERRED_POST_PILOT,LAWYER;ACCOUNTANT,Wave 25 ecosystem root baseline
W25-R16,Wave 25,origin/agent1/w25-global-owner-fast-review-pack,b5a62284c8ce6ddc03d66b3e2d78b8d3efd0ed55,docs/ECOSYSTEM_MOBILE_OWNER_REVIEW.md,R16,"Pilotta hangi badge, level ve merchant reputation sinyalleri public olacak?",P1,EXISTING_ROOT,OM-R27,Public reputation kapsamı ve badge yayın zamanı,DEFERRED_POST_PILOT,LAWYER;KVKK,Wave 25 ecosystem root baseline
W25-R17,Wave 25,origin/agent1/w25-global-owner-fast-review-pack,b5a62284c8ce6ddc03d66b3e2d78b8d3efd0ed55,docs/ECOSYSTEM_MOBILE_OWNER_REVIEW.md,R17,"Pilot için hangi Ops rolleri, case/audit, second review ve retention gerekir?",P0,EXISTING_ROOT,OM-R14,"Lean Operations, support, staffing ve yetki",OWNER_CAN_DECIDE_NOW,LAWYER,Wave 25 ecosystem root baseline
W25-R18,Wave 25,origin/agent1/w25-global-owner-fast-review-pack,b5a62284c8ce6ddc03d66b3e2d78b8d3efd0ed55,docs/ECOSYSTEM_MOBILE_OWNER_REVIEW.md,R18,Pilotta hangi event/KPI tutulacak ve retention/privacy sınırı ne olacak?,P0,EXISTING_ROOT,OM-R15,"Pilot KPI, analytics, monitoring ve privacy sınırı",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Wave 25 ecosystem root baseline
W24-OD-01,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-01,How will the pilot describe EsnaftaVar's factual role?,P0,NEW_ROOT,OM-R18,"Terms, privacy, hesap yaşam döngüsü ve disclosure",OWNER_SHOULD_WAIT_FOR_LAWYER,LAWYER;KVKK,Semantic mapping; no option selected
W24-OD-02,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-02,Which reachable support route launches?,P0,CHILD_OF_EXISTING_ROOT,OM-R14,"Lean Operations, support, staffing ve yetki",OWNER_CAN_DECIDE_NOW,LAWYER,Semantic mapping; no option selected
W24-OD-03,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-03,What minimum ordinary-merchant evidence is acceptable?,P1,DEPENDENT_DECISION,OM-R10,"Merchant sector, verification ve policy allowlist",OWNER_CAN_DECIDE_PROVISIONALLY,LAWYER;REGULATORY,Semantic mapping; no option selected
W24-OD-04,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-04,Which regulated capabilities are enabled versus fail-closed?,P0,DEPENDENT_DECISION,OM-R10,"Merchant sector, verification ve policy allowlist",OWNER_CAN_DECIDE_PROVISIONALLY,LAWYER;REGULATORY,Semantic mapping; no option selected
W24-OD-05,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-05,Which ordinary catalog/listing capabilities are in pilot?,P0,CHILD_OF_EXISTING_ROOT,OM-R10,"Merchant sector, verification ve policy allowlist",OWNER_CAN_DECIDE_PROVISIONALLY,LAWYER;REGULATORY,Semantic mapping; no option selected
W24-OD-06,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-06,Are sponsored placements enabled in pilot?,P0,CHILD_OF_EXISTING_ROOT,OM-R29,"Ads zamanı, nesnesi, ekonomiği ve privacy",DEFERRED_POST_PILOT,LAWYER;KVKK,Semantic mapping; no option selected
W24-OD-07,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-07,"If ads launch, is targeting contextual-only?",P0,DEPENDENT_DECISION,OM-R29,"Ads zamanı, nesnesi, ekonomiği ve privacy",DEFERRED_POST_PILOT,LAWYER;KVKK,Semantic mapping; no option selected
W24-OD-08,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-08,What exact persistent sponsor explanation UX ships?,P1,DEPENDENT_DECISION,OM-R29,"Ads zamanı, nesnesi, ekonomiği ve privacy",DEFERRED_POST_PILOT,LAWYER;KVKK,Semantic mapping; no option selected
W24-OD-09,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-09,What verified-review method explanation ships?,P0,DEPENDENT_DECISION,OM-R26,Shop evaluation katkısı ve merchant feed projection,OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W24-OD-10,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-10,What review moderation and appeal experience ships?,P1,DEPENDENT_DECISION,OM-R26,Shop evaluation katkısı ve merchant feed projection,OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W24-OD-11,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-11,What QR limitation disclosure ships?,P0,DEPENDENT_DECISION,OM-R13,"QR rollout, exact-shop kanıtı ve merchant history",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W24-OD-12,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-12,Is transient exact location the pilot default?,P0,DEPENDENT_DECISION,OM-R05,"Customer erişimi, konum, yerel geçmiş ve AuthGuard",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W24-OD-13,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-13,Which aggregate analytics are necessary for pilot?,P1,DEPENDENT_DECISION,OM-R15,"Pilot KPI, analytics, monitoring ve privacy sınırı",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W24-OD-14,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-14,Which transactional/commercial message channels launch?,P1,DEPENDENT_DECISION,OM-R12,"Listing truth, freshness ve iletişim",OWNER_CAN_DECIDE_NOW,LAWYER,Semantic mapping; no option selected
W24-OD-15,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-15,Are economic rewards disabled for pilot?,P0,DEPENDENT_DECISION,OM-R30,"Reward zamanı, ekonomiği ve değer transferi",DEFERRED_POST_PILOT,LAWYER;ACCOUNTANT,Semantic mapping; no option selected
W24-OD-16,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-16,Can any reward move across merchants?,P0,DEPENDENT_DECISION,OM-R30,"Reward zamanı, ekonomiği ve değer transferi",DEFERRED_POST_PILOT,LAWYER;ACCOUNTANT,Semantic mapping; no option selected
W24-OD-17,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-17,Which evidence-bounded reputation/badge claims are useful?,P2,CHILD_OF_EXISTING_ROOT,OM-R27,Public reputation kapsamı ve badge yayın zamanı,DEFERRED_POST_PILOT,LAWYER;KVKK,Semantic mapping; no option selected
W24-OD-18,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-18,Which high-risk product groups remain excluded?,P0,DEPENDENT_DECISION,OM-R10,"Merchant sector, verification ve policy allowlist",OWNER_CAN_DECIDE_PROVISIONALLY,LAWYER;REGULATORY,Semantic mapping; no option selected
W24-OD-19,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-19,Are all age-restricted goods excluded from pilot?,P0,DEPENDENT_DECISION,OM-R10,"Merchant sector, verification ve policy allowlist",OWNER_CAN_DECIDE_PROVISIONALLY,LAWYER;REGULATORY,Semantic mapping; no option selected
W24-OD-20,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-20,Is chat/media included in the first pilot?,P1,DEPENDENT_DECISION,OM-R18,"Terms, privacy, hesap yaşam döngüsü ve disclosure",OWNER_SHOULD_WAIT_FOR_LAWYER,LAWYER;KVKK,Semantic mapping; no option selected
W24-OD-21,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-21,What customer-facing account-deletion experience ships?,P0,DEPENDENT_DECISION,OM-R18,"Terms, privacy, hesap yaşam döngüsü ve disclosure",OWNER_SHOULD_WAIT_FOR_LAWYER,LAWYER;KVKK,Semantic mapping; no option selected
W24-OD-22,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-22,What conservative retention posture is acceptable pending final schedule?,P0,DEPENDENT_DECISION,OM-R18,"Terms, privacy, hesap yaşam döngüsü ve disclosure",OWNER_SHOULD_WAIT_FOR_LAWYER,LAWYER;KVKK,Semantic mapping; no option selected
W24-OD-23,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-23,Who performs pilot operations and what compensating controls apply?,P1,CHILD_OF_EXISTING_ROOT,OM-R14,"Lean Operations, support, staffing ve yetki",OWNER_CAN_DECIDE_NOW,LAWYER,Semantic mapping; no option selected
W24-OD-24,Wave 24,origin/agent2/w24-turkiye-platform-compliance-foundation,57bb5734d8e1770d56b3437046b43ea10e6774b2,docs/COMPLIANCE_OWNER_DECISION_INVENTORY.md,OD-24,Which mobile platforms are in pilot and therefore need exact store declarations?,P1,DEPENDENT_DECISION,OM-R04,"Pilot platformu, exact artifact ve kabul kanıtı",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-001,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-001,What single outcome defines pilot success?,P0,NEW_ROOT,OM-R01,Pilot başarı amacı,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-002,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-002,Which exact Esenler launch cell(s) are in scope?,P0,NEW_ROOT,OM-R02,Esenler coğrafya ve yoğunluk eşiği,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-003,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-003,"Invite-only, closed-track or broad public first cohort?",P0,NEW_ROOT,OM-R03,"Rollout, cohort ve dağıtım sırası",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-004,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-004,Which launch-size band is acceptable?,P0,DEPENDENT_DECISION,OM-R02,Esenler coğrafya ve yoğunluk eşiği,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-005,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-005,What evidence makes a cell/domain “usable”?,P0,DEPENDENT_DECISION,OM-R02,Esenler coğrafya ve yoğunluk eşiği,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-006,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-006,Which ordinary product domains launch first?,P0,CHILD_OF_EXISTING_ROOT,OM-R10,"Merchant sector, verification ve policy allowlist",OWNER_CAN_DECIDE_PROVISIONALLY,LAWYER;REGULATORY,Semantic mapping; no option selected
W26-PD-007,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-007,How may proposed Merchant Sector taxonomy be used before finalization?,P0,CHILD_OF_EXISTING_ROOT,OM-R10,"Merchant sector, verification ve policy allowlist",OWNER_CAN_DECIDE_PROVISIONALLY,LAWYER;REGULATORY,Semantic mapping; no option selected
W26-PD-008,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-008,What merchant participation offer is tested?,P0,NEW_ROOT,OM-R16,Merchant katılım teklifi ve ticari varsayım,OWNER_CAN_DECIDE_NOW,ACCOUNTANT,Semantic mapping; no option selected
W26-PD-009,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-009,"Is “three months free” retained, revised or removed?",P0,DEPENDENT_DECISION,OM-R16,Merchant katılım teklifi ve ticari varsayım,OWNER_CAN_DECIDE_NOW,ACCOUNTANT,Semantic mapping; no option selected
W26-PD-010,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-010,Which merchant acquisition channels may be used first?,P1,CHILD_OF_EXISTING_ROOT,OM-R17,Customer/merchant edinimi ve feedback yöntemi,OWNER_CAN_DECIDE_NOW,KVKK,Semantic mapping; no option selected
W26-PD-011,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-011,"Self-service, assisted or hybrid merchant onboarding?",P0,CHILD_OF_EXISTING_ROOT,OM-R11,Minimum Merchant App ve assisted operating model,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-012,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-012,What merchant/shop verification evidence is proportionate?,P0,DEPENDENT_DECISION,OM-R10,"Merchant sector, verification ve policy allowlist",OWNER_CAN_DECIDE_PROVISIONALLY,LAWYER;REGULATORY,Semantic mapping; no option selected
W26-PD-013,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-013,Must full Merchant App precede pilot?,P0,CHILD_OF_EXISTING_ROOT,OM-R11,Minimum Merchant App ve assisted operating model,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-014,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-014,What assisted listing/candidate cap applies per merchant?,P1,DEPENDENT_DECISION,OM-R08,"Catalog intake, ölçü ve medya yayın sınırı",OWNER_CAN_DECIDE_PROVISIONALLY,REGULATORY,Semantic mapping; no option selected
W26-PD-015,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-015,What freshness promise/window applies by domain?,P0,DEPENDENT_DECISION,OM-R12,"Listing truth, freshness ve iletişim",OWNER_CAN_DECIDE_NOW,LAWYER,Semantic mapping; no option selected
W26-PD-016,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-016,"Is QR enabled day one, staged or limited-cohort?",P0,DEPENDENT_DECISION,OM-R13,"QR rollout, exact-shop kanıtı ve merchant history",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-017,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-017,Which merchant verifier surface/path is acceptable?,P0,DEPENDENT_DECISION,OM-R11,Minimum Merchant App ve assisted operating model,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-018,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-018,Is first discovery guest-visible?,P0,CHILD_OF_EXISTING_ROOT,OM-R05,"Customer erişimi, konum, yerel geçmiş ve AuthGuard",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W26-PD-019,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-019,Which actions require registration?,P0,DEPENDENT_DECISION,OM-R05,"Customer erişimi, konum, yerel geçmiş ve AuthGuard",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W26-PD-020,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-020,When/how is location permission requested?,P0,DEPENDENT_DECISION,OM-R05,"Customer erişimi, konum, yerel geçmiş ve AuthGuard",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W26-PD-021,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-021,"Android-only, Android-first or dual-platform pilot?",P0,DEPENDENT_DECISION,OM-R04,"Pilot platformu, exact artifact ve kabul kanıtı",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-022,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-022,Internal/closed/open/store distribution sequence?,P0,DEPENDENT_DECISION,OM-R03,"Rollout, cohort ve dağıtım sırası",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-023,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-023,What is the first customer acquisition channel mix?,P0,NEW_ROOT,OM-R17,Customer/merchant edinimi ve feedback yöntemi,OWNER_CAN_DECIDE_NOW,KVKK,Semantic mapping; no option selected
W26-PD-024,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-024,Is any paid Meta/local experiment authorized in pilot?,P1,DEPENDENT_DECISION,OM-R17,Customer/merchant edinimi ve feedback yöntemi,OWNER_CAN_DECIDE_NOW,KVKK,Semantic mapping; no option selected
W26-PD-025,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-025,What support channels/hours are promised?,P0,CHILD_OF_EXISTING_ROOT,OM-R14,"Lean Operations, support, staffing ve yetki",OWNER_CAN_DECIDE_NOW,LAWYER,Semantic mapping; no option selected
W26-PD-026,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-026,Which staffing option funds the first cell?,P0,DEPENDENT_DECISION,OM-R14,"Lean Operations, support, staffing ve yetki",OWNER_CAN_DECIDE_NOW,LAWYER,Semantic mapping; no option selected
W26-PD-027,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-027,Who may pause features/acquisition and who restores them?,P0,DEPENDENT_DECISION,OM-R14,"Lean Operations, support, staffing ve yetki",OWNER_CAN_DECIDE_NOW,LAWYER,Semantic mapping; no option selected
W26-PD-028,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-028,What minimum monitoring/tooling is funded?,P0,DEPENDENT_DECISION,OM-R15,"Pilot KPI, analytics, monitoring ve privacy sınırı",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W26-PD-029,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-029,Which KPI set and reporting cadence govern pilot?,P0,CHILD_OF_EXISTING_ROOT,OM-R15,"Pilot KPI, analytics, monitoring ve privacy sınırı",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W26-PD-030,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-030,What baseline/window precedes numeric KPI targets?,P1,DEPENDENT_DECISION,OM-R15,"Pilot KPI, analytics, monitoring ve privacy sınırı",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W26-PD-031,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-031,How are customer and merchant retention defined?,P0,DEPENDENT_DECISION,OM-R15,"Pilot KPI, analytics, monitoring ve privacy sınırı",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W26-PD-032,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-032,Which post-pilot commercial model(s) are tested?,P0,DEPENDENT_DECISION,OM-R16,Merchant katılım teklifi ve ticari varsayım,OWNER_CAN_DECIDE_NOW,ACCOUNTANT,Semantic mapping; no option selected
W26-PD-033,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-033,"When, if ever, may sponsored ads enter?",P1,DEPENDENT_DECISION,OM-R29,"Ads zamanı, nesnesi, ekonomiği ve privacy",DEFERRED_POST_PILOT,LAWYER;KVKK,Semantic mapping; no option selected
W26-PD-034,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-034,"When, if ever, may rewards/gamification enter?",P1,DEPENDENT_DECISION,OM-R30,"Reward zamanı, ekonomiği ve değer transferi",DEFERRED_POST_PILOT,LAWYER;ACCOUNTANT,Semantic mapping; no option selected
W26-PD-035,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-035,"When, if ever, may public merchant reputation enter?",P1,DEPENDENT_DECISION,OM-R27,Public reputation kapsamı ve badge yayın zamanı,DEFERRED_POST_PILOT,LAWYER;KVKK,Semantic mapping; no option selected
W26-PD-036,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-036,Which customer/merchant feedback methods are approved?,P1,DEPENDENT_DECISION,OM-R17,Customer/merchant edinimi ve feedback yöntemi,OWNER_CAN_DECIDE_NOW,KVKK,Semantic mapping; no option selected
W26-PD-037,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-037,Which customer/merchant pilot terms and non-promises apply?,P0,DEPENDENT_DECISION,OM-R18,"Terms, privacy, hesap yaşam döngüsü ve disclosure",OWNER_SHOULD_WAIT_FOR_LAWYER,LAWYER;KVKK,Semantic mapping; no option selected
W26-PD-038,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-038,Which privacy purposes/retention/vendors are approved?,P0,DEPENDENT_DECISION,OM-R18,"Terms, privacy, hesap yaşam döngüsü ve disclosure",OWNER_SHOULD_WAIT_FOR_LAWYER,LAWYER;KVKK,Semantic mapping; no option selected
W26-PD-039,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-039,Who approves regulated/policy-sensitive domain expansion?,P0,DEPENDENT_DECISION,OM-R10,"Merchant sector, verification ve policy allowlist",OWNER_CAN_DECIDE_PROVISIONALLY,LAWYER;REGULATORY,Semantic mapping; no option selected
